Date,terapia_intensiva,nuovi_attualmente_positivi,tamponi,totale_casi,ricoverati_con_sintomi,totale_attualmente_positivi,dimessi_guariti,totale_ospedalizzati,deceduti,isolamento_domiciliare24/02/2020,0,0,1,0,0,0,0,0,0,0
25/02/2020,0,1,39,1,1,1,0,1,0,0
26/02/2020,0,10,66,11,6,11,0,6,0,5
27/02/2020,0,8,78,19,9,19,0,9,0,10
28/02/2020,0,0,112,19,9,19,0,9,0,10
29/02/2020,1,19,121,42,4,38,4,5,0,33
01/03/2020,1,-17,121,25,12,21,4,13,0,8
02/03/2020,1,-3,121,22,12,18,4,13,0,5
03/03/2020,2,1,121,24,12,19,4,14,1,5
04/03/2020,3,2,133,26,10,21,4,13,1,8
05/03/2020,3,0,146,28,11,21,4,14,3,7
06/03/2020,5,3,229,32,12,24,5,17,3,7
07/03/2020,6,18,331,51,26,42,5,32,4,10
08/03/2020,11,25,401,78,39,67,5,50,6,17
09/03/2020,17,30,611,109,60,97,5,77,7,20
10/03/2020,29,31,694,141,57,128,5,86,8,42
11/03/2020,34,53,1025,194,74,181,5,108,8,73
12/03/2020,36,62,1174,274,100,243,20,136,11,107
13/03/2020,44,61,1442,345,128,304,24,172,17,132
14/03/2020,62,80,1750,463,213,384,52,275,27,109
15/03/2020,66,109,1973,559,253,493,33,319,33,174
16/03/2020,73,82,2189,667,255,575,42,328,50,247
17/03/2020,85,86,2509,778,299,661,57,384,60,277
18/03/2020,100,83,2912,887,401,744,70,501,73,243
19/03/2020,112,139,3348,1059,491,883,85,603,91,280
20/03/2020,121,118,3794,1221,573,1001,101,694,119,307
21/03/2020,129,158,4304,1436,598,1159,125,727,152,432
22/03/2020,132,192,4995,1665,736,1351,143,868,171,483
23/03/2020,133,202,5538,1924,761,1553,159,894,212,659
24/03/2020,147,139,5992,2116,803,1692,193,950,231,742
25/03/2020,147,134,6602,2305,927,1826,225,1074,254,752
26/03/2020,154,201,7304,2567,998,2027,260,1152,280,875
27/03/2020,157,33,7804,2696,1023,2060,305,1180,331,880
