Date,terapia_intensiva,nuovi_attualmente_positivi,tamponi,totale_casi,ricoverati_con_sintomi,totale_attualmente_positivi,dimessi_guariti,totale_ospedalizzati,deceduti,isolamento_domiciliare24/02/2020,0,0,0,0,0,0,0,0,0,0
25/02/2020,0,0,0,0,0,0,0,0,0,0
26/02/2020,0,0,0,0,0,0,0,0,0,0
27/02/2020,0,0,0,0,0,0,0,0,0,0
28/02/2020,0,0,0,0,0,0,0,0,0,0
29/02/2020,0,0,32,0,0,0,0,0,0,0
01/03/2020,0,0,39,0,0,0,0,0,0,0
02/03/2020,0,0,39,0,0,0,0,0,0,0
03/03/2020,0,1,42,1,0,1,0,0,0,1
04/03/2020,0,0,48,1,0,1,0,0,0,1
05/03/2020,0,0,54,1,0,1,0,0,0,1
06/03/2020,0,2,63,3,1,3,0,1,0,2
07/03/2020,0,0,75,3,1,3,0,1,0,2
08/03/2020,0,1,123,4,2,4,0,2,0,2
09/03/2020,0,1,135,5,2,5,0,2,0,3
10/03/2020,0,2,148,7,2,7,0,2,0,5
11/03/2020,1,1,155,8,1,8,0,2,0,6
12/03/2020,1,0,155,8,1,8,0,2,0,6
13/03/2020,1,2,155,10,1,10,0,2,0,8
14/03/2020,2,0,155,10,0,10,0,2,0,8
15/03/2020,2,1,208,11,0,11,0,2,0,9
16/03/2020,2,1,230,12,1,12,0,3,0,9
17/03/2020,2,8,262,20,5,20,0,7,0,13
18/03/2020,2,7,262,27,9,27,0,11,0,16
19/03/2020,5,10,353,37,8,37,0,13,0,24
20/03/2020,5,15,443,52,8,52,0,13,0,39
21/03/2020,7,14,522,66,12,66,0,19,0,47
22/03/2020,10,15,643,81,13,81,0,23,0,58
23/03/2020,12,8,696,90,15,89,0,27,1,62
24/03/2020,12,2,744,92,14,91,0,26,1,65
25/03/2020,14,21,857,113,20,112,0,34,1,78
26/03/2020,16,21,1046,134,22,133,0,38,1,95
